,status,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
5100,0,1,4,0,0.0,0.0,0.0,0,0,5302,0,1,0,43,14,7,0,0.09302325581395349,0.09302325581395349
5101,0,0,19,4,0.344827586,0.655172414,0.344827586,1,1,4554,0,1,0,177,32,22,0,0.07909604519774012,0.07909604519774012
5102,0,0,13,1,0.941176471,0.058823529,0.941176471,0,0,-1,0,1,0,112,14,21,0,0.24107142857142858,0.24107142857142858
5103,1,1,2,0,0.905263158,0.094736842,0.905263158,1,0,9522,8315,0,6,22,14,6,0,0.0,0.0
5104,0,1,8,0,0.3,0.7,0.3,0,1,4478,188429,1,2,66,27,11,0,0.3181818181818182,0.3181818181818182
5105,1,0,2,0,0.061403509,0.938596491,0.061403509,1,0,6593,6293604,0,4,26,17,6,1,0.0,0.0
5106,0,0,5,0,0.333333333,0.666666667,0.333333333,1,0,1454,0,1,0,58,50,11,0,0.0,0.0
5107,0,1,7,1,0.977272727,0.022727273,0.977272727,0,0,276,0,1,0,119,14,10,0,0.4369747899159664,0.4369747899159664
5108,0,0,2,0,0.0,1.0,0.0,1,0,7446,6418275,1,0,25,18,5,0,0.0,0.0
5109,0,1,7,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,76,50,10,0,0.14473684210526316,0.14473684210526316
5110,1,1,11,0,0.75,0.25,0.75,1,0,-1,0,1,0,88,20,14,0,0.0,0.0
5111,0,0,4,1,0.857142857,0.142857143,0.857142857,0,0,605,0,1,1,34,12,8,0,0.0,0.0
5112,0,1,2,1,0.916666667,0.083333333,0.916666667,0,1,4489,0,1,3,31,23,6,0,0.0,0.0
5113,1,0,2,0,0.384615385,0.615384615,0.384615385,1,1,5233,0,0,2,35,26,7,1,0.0,0.0
5114,1,1,1,0,0.611111111,0.388888889,0.611111111,1,1,4190,2024745,0,4,29,21,5,0,0.0,0.0
5115,0,0,14,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,131,54,20,0,0.17557251908396945,0.17557251908396945
5116,1,1,3,0,0.952941176,0.047058824,0.952941176,0,1,5545,5973329,0,2,24,16,7,0,0.0,0.0
5117,0,0,9,0,0.0,1.0,0.0,0,0,7083,17964,1,3,263,25,13,0,0.10646387832699619,0.10646387832699619
5118,1,1,3,0,0.0,1.0,0.0,0,0,8350,1,1,10,32,15,6,1,0.03125,0.03125
5119,0,0,7,0,0.0,0.0,0.0,0,0,1534,0,1,0,79,23,11,0,0.27848101265822783,0.27848101265822783
5120,0,0,6,1,0.0,0.0,0.0,0,0,-1,8262038,1,2,44,9,9,0,0.0,0.0
5121,1,2,1,0,0.760162602,0.239837398,0.760162602,1,1,2168,11746,0,4,15,8,4,0,0.0,0.0
5122,0,0,12,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,119,42,18,0,0.2184873949579832,0.2184873949579832
5123,0,0,8,1,0.0,0.0,0.0,0,0,255,0,1,0,63,19,12,0,0.0,0.0
5124,0,0,12,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,126,50,19,1,0.16666666666666666,0.16666666666666666
5125,0,1,5,1,0.797927461,0.202072539,0.797927461,0,1,503,0,1,0,47,16,9,0,0.0425531914893617,0.0425531914893617
5126,1,2,7,0,0.895833333,0.104166667,0.895833333,1,1,8435,3754,1,6,63,23,10,0,0.0,0.0
5127,1,1,7,0,0.895833333,0.104166667,0.895833333,0,1,7478,629,0,7,64,14,10,1,0.203125,0.203125
5128,0,0,10,4,0.75,0.25,0.75,0,0,-1,0,1,0,106,22,14,0,0.1509433962264151,0.1509433962264151
5129,1,0,4,0,0.931506849,0.068493151,0.931506849,0,0,-1,71671,0,5,33,16,8,1,0.15151515151515152,0.15151515151515152
5130,1,0,1,0,0.923076923,0.076923077,0.923076923,0,1,-1,60725,0,1,26,18,4,1,0.0,0.0
5131,1,0,2,0,0.994475138,0.005524862,0.994475138,0,1,5337,169911,0,3,31,22,6,1,0.0,0.0
5132,0,0,3,0,0.0,1.0,0.0,1,1,7296,0,1,5,40,31,7,1,0.0,0.0
5133,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,32,25,5,0,0.0,0.0
5134,0,1,6,0,0.0,0.0,0.0,0,0,8916,14605,0,5,68,37,10,0,0.0,0.0
5135,0,0,3,0,0.0,0.0,0.0,0,0,4265,0,1,2,27,16,7,0,0.037037037037037035,0.037037037037037035
5136,0,0,9,4,0.6,0.4,0.6,0,0,2235,0,1,1,59,10,12,0,0.0,0.0
5137,1,1,2,0,0.643835616,0.356164384,0.643835616,1,1,-1,2965628,0,2,37,28,7,1,0.0,0.0
5138,0,0,2,0,0.94488189,0.05511811,0.94488189,1,1,2301,22884,0,3,30,21,6,1,0.0,0.0
5139,0,1,11,1,0.295454545,0.704545455,0.295454545,1,1,4097,0,1,3,96,20,15,0,0.0,0.0
5140,0,1,2,1,0.0,1.0,0.0,1,0,1950,341948,1,1,37,29,6,0,0.05405405405405406,0.05405405405405406
5141,0,0,7,1,1.0,0.0,1.0,0,0,496,3273064,1,0,122,31,11,0,0.2786885245901639,0.2786885245901639
5142,1,2,10,0,0.434782609,0.565217391,0.434782609,0,0,-1,1546214,1,2,69,16,14,0,0.028985507246376812,0.028985507246376812
5143,1,0,7,0,0.954022989,0.045977011,0.954022989,0,1,7530,264522,0,5,98,28,11,0,0.0,0.0
5144,1,0,2,0,0.620689655,0.379310345,0.620689655,1,1,1594,672283,0,3,42,33,6,1,0.047619047619047616,0.047619047619047616
5145,1,1,2,0,0.986970684,0.013029316,0.986970684,0,1,8227,71252,0,5,31,24,6,0,0.0,0.0
5146,1,1,6,0,0.926829268,0.073170732,0.926829268,0,0,4444,59591,0,4,58,17,9,0,0.0,0.0
5147,1,0,2,0,0.642857143,0.357142857,0.642857143,1,0,7932,0,0,4,26,17,6,1,0.0,0.0
5148,1,2,7,0,0.853932584,0.146067416,0.853932584,1,0,7812,2939,1,5,67,18,10,0,0.029850746268656716,0.029850746268656716
5149,0,0,11,2,0.0,0.0,0.0,0,0,5438,0,1,1,112,12,15,0,0.008928571428571428,0.008928571428571428
5150,1,1,4,0,0.55,0.45,0.55,0,1,-1,0,0,1,40,23,9,0,0.0,0.0
5151,0,1,2,0,0.0,0.0,0.0,0,0,-1,3014313,1,4,25,6,5,0,0.16,0.16
5152,1,1,1,0,0.853932584,0.146067416,0.853932584,1,0,2504,53192,0,5,19,11,5,0,0.0,0.0
5153,1,0,64,1,0.333333333,0.666666667,0.333333333,1,1,6591,30,1,4,550,25,69,1,0.3527272727272727,0.3527272727272727
5154,1,0,2,0,0.992125984,0.007874016,0.992125984,0,0,-1,259358,0,6,19,10,6,1,0.0,0.0
5155,1,0,5,0,0.92920354,0.07079646,0.92920354,0,1,4364,2396418,1,2,41,21,8,1,0.0,0.0
5156,1,1,3,0,0.678571429,0.321428571,0.678571429,0,0,4029,581047,0,4,31,23,7,0,0.0,0.0
5157,1,1,8,0,0.884758364,0.115241636,0.884758364,1,1,5887,184,0,6,67,15,11,0,0.07462686567164178,0.07462686567164178
5158,1,0,7,0,1.0,0.0,1.0,0,0,6564,557365,0,5,55,17,10,0,0.10909090909090909,0.10909090909090909
5159,1,2,6,0,0.943661972,0.056338028,0.943661972,1,0,7160,2336,1,3,44,14,9,0,0.1590909090909091,0.1590909090909091
5160,0,0,4,0,0.0,0.0,0.0,0,0,190,0,1,2,34,25,8,1,0.17647058823529413,0.17647058823529413
5161,1,0,5,0,0.515151515,0.484848485,0.515151515,1,1,-1,92156,0,3,57,18,10,1,0.07017543859649122,0.07017543859649122
5162,1,1,4,0,0.668478261,0.331521739,0.668478261,1,0,-1,2995662,1,4,64,27,8,0,0.046875,0.046875
5163,1,0,7,0,0.898412698,0.101587302,0.898412698,0,1,7130,12,0,7,44,16,10,1,0.0,0.0
5164,1,0,3,0,0.97260274,0.02739726,0.97260274,0,1,7658,436,0,7,40,15,7,1,0.0,0.0
5165,0,0,8,0,0.59375,0.40625,0.59375,1,1,250,0,0,0,89,20,11,1,0.07865168539325842,0.07865168539325842
5166,1,0,10,0,0.425531915,0.574468085,0.425531915,1,0,6065,422,0,8,91,12,13,1,0.01098901098901099,0.01098901098901099
5167,1,1,11,0,0.0,0.0,0.0,0,1,12168,5943,0,6,85,20,14,0,0.058823529411764705,0.058823529411764705
5168,1,1,9,0,0.762886598,0.237113402,0.762886598,1,0,3733,12371,0,5,61,21,13,0,0.13114754098360656,0.13114754098360656
5169,0,1,6,3,0.5,0.5,0.5,0,0,569,0,1,0,42,13,11,0,0.0,0.0
5170,1,1,7,0,0.0,0.0,0.0,0,1,5271,41143,0,4,60,15,10,0,0.11666666666666667,0.11666666666666667
5171,1,1,10,0,0.9,0.1,0.9,0,0,2687,817298,1,2,64,15,17,0,0.109375,0.109375
5172,0,1,5,0,0.966666667,0.033333333,0.966666667,0,0,5766,0,1,2,81,27,8,0,0.20987654320987653,0.20987654320987653
5173,1,1,4,0,0.787878788,0.212121212,0.787878788,0,0,9205,690,0,6,42,18,7,0,0.0,0.0
5174,0,1,2,1,0.980769231,0.019230769,0.980769231,0,0,5243,0,1,7,63,55,6,0,0.0,0.0
5175,1,1,4,0,0.0,0.0,0.0,0,0,7222,726,0,6,39,14,7,0,0.0,0.0
5176,0,1,11,3,0.073170732,0.926829268,0.073170732,1,1,2048,0,1,0,120,15,14,0,0.19166666666666668,0.19166666666666668
5177,1,0,2,0,0.955223881,0.044776119,0.955223881,0,0,932,0,0,1,30,22,6,0,0.0,0.0
5178,0,0,24,0,1.0,0.0,1.0,0,0,-1,0,1,0,153,12,28,1,0.24836601307189543,0.24836601307189543
5179,1,0,7,0,0.754716981,0.245283019,0.754716981,1,1,7523,10631,0,5,73,26,10,0,0.0,0.0
5180,1,0,2,0,0.212121212,0.787878788,0.212121212,0,0,-1,135943,0,4,24,16,6,0,0.0,0.0
5181,0,1,19,0,0.0,1.0,0.0,1,0,8018,0,1,4,174,43,26,1,0.10919540229885058,0.10919540229885058
5182,1,0,16,0,0.698412698,0.301587302,0.698412698,1,1,5049,282,0,7,96,14,19,1,0.13541666666666666,0.13541666666666666
5183,0,0,6,0,0.0,0.0,0.0,0,0,5784,50100,1,4,84,22,11,0,0.2976190476190476,0.2976190476190476
5184,0,0,4,0,0.0,0.0,0.0,0,0,4182,0,1,0,32,13,7,0,0.0,0.0
5185,1,1,3,0,0.641025641,0.358974359,0.641025641,0,0,4715,61726,0,4,28,20,7,0,0.0,0.0
5186,1,1,8,0,0.973333333,0.026666667,0.973333333,0,0,-1,0,1,3,53,18,12,0,0.03773584905660377,0.03773584905660377
5187,1,0,2,0,0.953271028,0.046728972,0.953271028,0,1,3900,2892561,0,2,31,23,6,0,0.0,0.0
5188,1,1,3,0,0.888,0.112,0.888,1,1,6260,0,0,6,41,25,6,0,0.0,0.0
5189,1,1,4,0,0.916666667,0.083333333,0.916666667,1,0,5886,46830,0,4,40,19,7,0,0.0,0.0
5190,1,0,3,0,0.996865204,0.003134796,0.996865204,0,1,-1,0,0,3,27,20,6,0,0.0,0.0
5191,0,1,5,0,0.935483871,0.064516129,0.935483871,0,1,165,0,1,0,41,33,10,0,0.024390243902439025,0.024390243902439025
5192,1,0,5,0,0.557692308,0.442307692,0.557692308,1,1,5640,2,0,10,43,15,8,1,0.046511627906976744,0.046511627906976744
5193,0,0,12,3,1.0,0.0,1.0,0,0,-1,0,1,2,89,23,15,1,0.11235955056179775,0.11235955056179775
5194,0,1,12,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,125,50,18,1,0.12,0.12
5195,1,0,2,0,0.844444444,0.155555556,0.844444444,1,1,-1,1062972,0,5,23,15,6,0,0.0,0.0
5196,1,0,3,0,0.622641509,0.377358491,0.622641509,1,1,8520,8,0,10,39,16,6,1,0.0,0.0
5197,1,1,3,0,0.791044776,0.208955224,0.791044776,0,0,5159,0,0,8,24,17,6,0,0.0,0.0
5198,0,1,2,0,0.947368421,0.052631579,0.947368421,0,1,-1,19406,1,6,27,5,5,0,0.0,0.0
5199,0,0,3,0,0.0,1.0,0.0,0,0,1466,0,1,0,48,30,7,0,0.0,0.0
5200,0,1,7,0,0.035714286,0.964285714,0.035714286,1,1,6382,0,1,3,48,35,11,1,0.020833333333333332,0.020833333333333332
5201,1,1,5,0,0.9408867,0.0591133,0.9408867,0,1,5509,1290,0,7,45,21,9,0,0.0,0.0
5202,0,1,8,0,1.0,0.0,1.0,0,0,-1,0,1,0,65,18,17,0,0.12307692307692308,0.12307692307692308
5203,0,1,6,0,1.0,0.0,1.0,0,0,4004,5828815,1,0,68,42,9,0,0.14705882352941177,0.14705882352941177
5204,1,0,6,0,0.768518519,0.231481481,0.768518519,0,1,-1,448264,0,3,51,20,10,1,0.0784313725490196,0.0784313725490196
5205,0,0,5,0,0.0,0.0,0.0,0,0,561,0,1,0,61,25,8,0,0.16393442622950818,0.16393442622950818
5206,1,0,2,0,0.433333333,0.566666667,0.433333333,1,0,3154,8888670,0,4,26,18,7,0,0.0,0.0
5207,1,1,3,0,0.638888889,0.361111111,0.638888889,1,1,3898,210090,0,2,39,25,7,1,0.0,0.0
5208,1,0,2,0,0.738095238,0.261904762,0.738095238,1,1,3890,320352,0,3,26,17,6,1,0.0,0.0
5209,1,2,6,1,0.757575758,0.242424242,0.757575758,1,1,7224,39563,1,5,66,28,9,0,0.0,0.0
5210,0,0,2,0,0.0,0.0,0.0,0,0,1079,138859,0,0,29,20,6,1,0.0,0.0
5211,0,0,8,1,1.0,0.0,1.0,0,0,4088,0,1,3,57,14,11,0,0.10526315789473684,0.10526315789473684
5212,1,0,2,0,0.928571429,0.071428571,0.928571429,0,0,-1,0,0,2,18,11,5,0,0.0,0.0
5213,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,30,23,5,0,0.03333333333333333,0.03333333333333333
5214,1,0,6,0,0.692307692,0.307692308,0.692307692,0,1,1963,6417540,0,2,90,17,10,1,0.17777777777777778,0.17777777777777778
5215,1,0,11,0,0.0,0.0,0.0,0,1,12805,2793,0,7,69,19,14,0,0.057971014492753624,0.057971014492753624
5216,1,0,7,0,0.371428571,0.628571429,0.371428571,0,1,7354,1006585,0,5,66,21,10,0,0.0,0.0
5217,1,0,5,0,0.557692308,0.442307692,0.557692308,1,1,5639,2,0,10,43,15,8,1,0.0,0.0
5218,1,0,3,0,0.52,0.48,0.52,0,0,7489,63,0,10,33,11,6,1,0.0,0.0
5219,0,0,2,0,0.076923077,0.923076923,0.076923077,1,0,7295,0,1,5,36,27,6,1,0.05555555555555555,0.05555555555555555
5220,1,0,2,0,0.425,0.575,0.425,1,0,3166,0,0,1,24,16,6,0,0.0,0.0
5221,0,1,2,0,0.0,0.0,0.0,0,0,5,0,1,0,28,20,6,0,0.0,0.0
5222,0,0,15,0,0.0,0.0,0.0,0,0,-1,1027982,1,0,98,15,18,0,0.47959183673469385,0.47959183673469385
5223,0,1,5,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,81,27,8,0,0.18518518518518517,0.18518518518518517
5224,0,1,2,1,0.0,1.0,0.0,1,0,1950,341948,1,1,35,28,5,0,0.02857142857142857,0.02857142857142857
5225,0,0,18,1,1.0,0.0,1.0,0,0,7967,7232787,1,2,176,13,23,0,0.24431818181818182,0.24431818181818182
5226,1,0,4,0,0.913284133,0.086715867,0.913284133,0,1,6430,618,0,5,38,17,7,1,0.0,0.0
5227,0,0,2,1,0.4,0.6,0.4,1,0,-1,0,0,0,26,11,6,0,0.07692307692307693,0.07692307692307693
5228,0,2,4,1,0.666666667,0.333333333,0.666666667,1,1,-1,0,1,1,48,20,8,0,0.0,0.0
5229,0,1,4,0,1.0,0.0,1.0,0,0,2604,0,1,0,40,16,7,0,0.0,0.0
5230,1,0,5,0,0.0,0.0,0.0,0,1,-1,6482502,0,0,44,21,9,0,0.13636363636363635,0.13636363636363635
5231,0,1,3,0,1.0,0.0,1.0,0,1,2179,0,1,0,26,10,6,0,0.038461538461538464,0.038461538461538464
5232,0,0,6,1,0.0,0.0,0.0,0,0,343,0,1,0,53,22,9,0,0.0,0.0
5233,1,1,8,0,0.623076923,0.376923077,0.623076923,1,0,7615,2190,0,5,90,37,11,0,0.0,0.0
5234,1,0,2,0,0.469879518,0.530120482,0.469879518,1,1,7297,0,0,5,36,28,6,0,0.0,0.0
5235,1,0,5,0,0.953488372,0.046511628,0.953488372,0,0,4664,3317498,1,3,51,18,8,1,0.0,0.0
5236,1,0,3,0,0.5,0.5,0.5,0,1,-1,163093,0,3,28,19,7,1,0.0,0.0
5237,1,0,1,0,0.741935484,0.258064516,0.741935484,0,0,1557,6126546,0,4,28,19,5,1,0.0,0.0
5238,0,0,4,0,1.0,0.0,1.0,0,1,-1,0,1,0,63,10,8,0,0.36507936507936506,0.36507936507936506
5239,0,0,4,1,0.0,1.0,0.0,1,0,-1,7601391,1,3,45,13,7,0,0.022222222222222223,0.022222222222222223
5240,0,0,5,1,1.0,0.0,1.0,0,0,847,0,1,0,40,19,8,0,0.0,0.0
5241,0,1,3,0,0.0,1.0,0.0,0,0,97,0,1,0,37,29,7,0,0.0,0.0
5242,0,1,7,0,0.0,0.0,0.0,0,0,5626,0,1,5,56,48,11,0,0.16071428571428573,0.16071428571428573
5243,0,0,5,0,0.0,0.0,0.0,0,0,1953,4365,1,3,52,14,8,1,0.019230769230769232,0.019230769230769232
5244,1,1,7,0,0.751879699,0.248120301,0.751879699,1,0,8823,24609,0,4,67,21,10,0,0.0,0.0
5245,0,0,7,0,0.181818182,0.818181818,0.181818182,1,1,5626,0,1,5,59,25,10,1,0.05084745762711865,0.05084745762711865
5246,0,1,8,4,0.0,1.0,0.0,1,0,3228,0,1,2,59,18,12,0,0.0,0.0
5247,0,0,5,0,0.666666667,0.333333333,0.666666667,0,1,4967,0,1,1,168,12,8,1,0.11904761904761904,0.11904761904761904
5248,0,0,2,0,0.0,1.0,0.0,1,0,7446,6418275,1,0,23,16,5,0,0.0,0.0
5249,0,1,13,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,128,50,19,1,0.1484375,0.1484375
5250,1,0,5,0,0.890459364,0.109540636,0.890459364,1,0,8149,133,0,6,39,13,8,1,0.0,0.0
5251,1,0,5,1,0.870967742,0.129032258,0.870967742,1,0,5633,101301,0,4,51,21,8,0,0.09803921568627451,0.09803921568627451
5252,0,0,7,0,0.19047619,0.80952381,0.19047619,1,1,5627,0,1,5,60,26,10,1,0.03333333333333333,0.03333333333333333
5253,0,0,4,0,0.0,0.0,0.0,0,0,3319,0,1,0,25,14,8,0,0.0,0.0
5254,0,0,8,0,1.0,0.0,1.0,0,0,3325,0,1,0,63,18,12,1,0.031746031746031744,0.031746031746031744
5255,0,0,6,0,0.125,0.875,0.125,0,0,939,0,1,0,53,18,9,0,0.0,0.0
5256,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,44,37,5,0,0.09090909090909091,0.09090909090909091
5257,1,0,2,0,0.212765957,0.787234043,0.212765957,1,1,7299,2799686,0,5,36,28,6,0,0.0,0.0
5258,1,1,11,0,0.5,0.5,0.5,1,0,4093,52436,0,4,81,25,14,0,0.07407407407407407,0.07407407407407407
5259,0,0,7,0,0.0,0.0,0.0,0,0,5627,0,1,5,53,44,11,1,0.16981132075471697,0.16981132075471697
5260,0,0,9,2,0.833333333,0.166666667,0.833333333,1,1,2428,10149,1,5,64,11,12,1,0.125,0.125
5261,1,1,7,0,0.833333333,0.166666667,0.833333333,0,1,10570,2069,0,7,50,18,10,0,0.0,0.0
5262,1,0,5,0,0.980769231,0.019230769,0.980769231,0,1,7185,20677,0,5,55,13,8,1,0.0,0.0
5263,1,1,4,0,0.810483871,0.189516129,0.810483871,1,1,7991,6413,0,4,38,13,7,0,0.0,0.0
5264,0,0,8,0,0.95,0.05,0.95,0,1,-1,0,0,0,21,13,7,0,0.47619047619047616,0.47619047619047616
5265,0,0,7,0,1.0,0.0,1.0,0,1,-1,8796499,1,0,71,25,10,0,0.0,0.0
5266,1,0,14,0,0.551515152,0.448484848,0.551515152,1,1,7927,582,0,7,119,16,17,1,0.13445378151260504,0.13445378151260504
5267,0,2,16,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,158,39,22,0,0.056962025316455694,0.056962025316455694
5268,1,1,2,0,0.961538462,0.038461538,0.961538462,1,1,5416,3183602,0,2,23,15,6,0,0.0,0.0
5269,1,0,2,0,0.897119342,0.102880658,0.897119342,1,1,7071,760073,0,4,26,17,6,1,0.0,0.0
5270,0,0,6,0,0.19047619,0.80952381,0.19047619,1,1,5614,0,1,5,53,35,9,1,0.2641509433962264,0.2641509433962264
5271,0,0,7,0,0.9375,0.0625,0.9375,0,0,1546,4639,1,2,70,26,10,0,0.04285714285714286,0.04285714285714286
5272,0,1,9,0,0.0,0.0,0.0,0,0,-1,0,1,0,114,68,13,0,0.5,0.5
5273,1,0,5,0,0.862068966,0.137931034,0.862068966,1,0,7296,122063,0,5,39,16,8,0,0.10256410256410256,0.10256410256410256
5274,0,0,4,0,0.0,0.0,0.0,0,0,-1,0,1,0,80,72,8,0,0.0,0.0
5275,0,1,8,3,0.0,1.0,0.0,1,0,1629,0,1,0,61,14,14,0,0.06557377049180328,0.06557377049180328
5276,1,0,3,0,0.973684211,0.026315789,0.973684211,0,0,2730,54936,0,4,31,11,6,0,0.0,0.0
5277,0,0,9,3,0.857142857,0.142857143,0.857142857,0,0,750,1493278,1,1,69,19,12,0,0.0,0.0
5278,1,0,2,0,0.893333333,0.106666667,0.893333333,1,1,6142,1287255,0,2,25,16,6,1,0.0,0.0
5279,0,0,1,0,0.7,0.3,0.7,1,0,931,0,0,0,19,10,5,1,0.0,0.0
5280,0,0,8,1,0.0,0.0,0.0,0,0,359,0,1,1,90,23,13,0,0.23333333333333334,0.23333333333333334
5281,1,1,5,0,0.375,0.625,0.375,0,0,7547,687004,0,3,76,27,9,0,0.15789473684210525,0.15789473684210525
5282,1,1,2,0,0.425531915,0.574468085,0.425531915,1,1,-1,2676195,0,2,25,17,7,0,0.0,0.0
5283,1,1,14,0,0.970779221,0.029220779,0.970779221,1,0,7413,2183,0,7,88,14,17,0,0.0,0.0
5284,1,1,7,0,0.25,0.75,0.25,0,0,6708,1815693,0,4,66,22,10,0,0.0,0.0
5285,1,1,3,0,1.0,0.0,1.0,0,0,5634,0,0,5,42,20,6,0,0.0,0.0
5286,1,0,3,0,0.951515152,0.048484848,0.951515152,0,1,3251,89484,0,3,29,20,7,1,0.0,0.0
5287,1,0,3,0,0.666666667,0.333333333,0.666666667,1,0,3624,227086,0,2,37,14,7,1,0.0,0.0
5288,1,2,5,0,0.498637602,0.501362398,0.498637602,1,1,9635,148,1,7,41,12,9,1,0.0,0.0
5289,0,0,6,0,0.230769231,0.769230769,0.230769231,1,0,295,0,1,1,56,22,9,0,0.0,0.0
5290,1,0,2,0,0.44,0.56,0.44,1,1,7296,0,0,5,35,27,6,0,0.0,0.0
5291,1,0,3,0,0.803921569,0.196078431,0.803921569,0,0,5160,9506221,0,8,41,28,9,1,0.0,0.0
5292,0,0,2,0,0.545454545,0.454545455,0.545454545,1,1,1546,4669,1,2,37,29,6,0,0.08108108108108109,0.08108108108108109
5293,1,0,2,0,0.894736842,0.105263158,0.894736842,0,0,2906,213039,0,5,27,18,6,1,0.0,0.0
5294,1,0,2,0,0.777777778,0.222222222,0.777777778,1,1,4652,1204909,0,4,33,24,6,1,0.0,0.0
5295,1,0,2,0,0.348837209,0.651162791,0.348837209,1,1,-1,0,0,2,31,23,6,0,0.0,0.0
5296,0,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,31,24,5,0,0.0,0.0
5297,0,0,4,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,37,29,8,0,0.08108108108108109,0.08108108108108109
5298,1,1,5,0,0.831578947,0.168421053,0.831578947,0,0,7806,756841,0,5,32,16,8,0,0.0,0.0
5299,1,1,7,0,0.920634921,0.079365079,0.920634921,1,0,7268,81918,0,4,51,18,10,0,0.11764705882352941,0.11764705882352941
5300,0,0,6,0,1.0,0.0,1.0,0,1,205,0,1,0,73,25,13,0,0.0,0.0
5301,0,0,3,0,0.0,0.0,0.0,0,0,5158,0,1,8,39,20,9,1,0.0,0.0
5302,0,0,6,0,1.0,0.0,1.0,0,0,5626,0,1,5,48,40,10,0,0.1875,0.1875
5303,0,2,9,1,1.0,0.0,1.0,0,0,6635,0,1,0,54,27,12,0,0.1111111111111111,0.1111111111111111
5304,0,1,3,0,1.0,0.0,1.0,0,0,724,23941,1,1,26,17,7,1,0.15384615384615385,0.15384615384615385
5305,0,0,12,0,0.588235294,0.411764706,0.588235294,1,0,1659,2580873,1,0,126,61,15,0,0.2857142857142857,0.2857142857142857
5306,0,0,2,0,1.0,0.0,1.0,0,1,1141,0,1,0,19,11,6,0,0.15789473684210525,0.15789473684210525
5307,1,0,1,0,0.846153846,0.153846154,0.846153846,0,0,-1,1564303,0,5,17,8,5,1,0.0,0.0
5308,0,1,4,0,0.571428571,0.428571429,0.571428571,0,1,-1,10081771,1,2,166,11,8,0,0.14457831325301204,0.14457831325301204
5309,0,0,2,0,1.0,0.0,1.0,0,1,1231,0,1,0,20,12,6,0,0.2,0.2
5310,0,3,18,1,0.614457831,0.385542169,0.614457831,1,1,2527,346022,1,3,121,21,21,0,0.371900826446281,0.371900826446281
5311,1,2,9,0,1.0,0.0,1.0,0,0,7737,136610,0,5,57,12,12,0,0.10526315789473684,0.10526315789473684
5312,0,1,3,0,0.88,0.12,0.88,0,0,-1,1148672,0,1,50,24,7,0,0.06,0.06
5313,0,0,4,0,1.0,0.0,1.0,0,1,7530,23288,1,4,45,25,8,0,0.13333333333333333,0.13333333333333333
5314,0,0,9,0,1.0,0.0,1.0,0,0,4631,1569597,1,1,86,26,12,1,0.023255813953488372,0.023255813953488372
5315,0,1,14,0,0.115384615,0.884615385,0.115384615,1,0,8019,0,1,4,120,23,19,1,0.08333333333333333,0.08333333333333333
5316,0,0,6,1,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,51,42,10,1,0.058823529411764705,0.058823529411764705
5317,1,1,8,0,0.907407407,0.092592593,0.907407407,0,1,8578,214843,0,5,66,17,12,0,0.06060606060606061,0.06060606060606061
5318,0,1,13,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,123,46,18,1,0.11382113821138211,0.11382113821138211
5319,1,1,14,0,0.554817276,0.445182724,0.554817276,1,0,8759,1167,0,6,111,17,18,0,0.06306306306306306,0.06306306306306306
5320,0,0,4,0,0.0,1.0,0.0,1,0,7826,386,1,6,54,11,7,1,0.2037037037037037,0.2037037037037037
5321,0,0,7,3,1.0,0.0,1.0,0,0,2669,0,1,0,59,19,12,0,0.0,0.0
5322,0,0,12,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,126,50,19,1,0.14285714285714285,0.14285714285714285
5323,0,0,17,1,0.16,0.84,0.16,1,1,-1,0,1,0,80,12,18,0,0.125,0.125
5324,0,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,127,50,18,1,0.2047244094488189,0.2047244094488189
5325,1,1,6,0,0.864583333,0.135416667,0.864583333,0,0,9201,685,0,6,53,18,9,0,0.0,0.0
5326,1,2,2,0,0.489010989,0.510989011,0.489010989,1,1,7603,277036,0,4,31,23,6,0,0.0,0.0
5327,0,1,12,3,1.0,0.0,1.0,0,0,7004,0,1,2,92,17,16,0,0.07608695652173914,0.07608695652173914
5328,0,0,15,0,0.0,1.0,0.0,0,0,7086,18263,1,3,299,23,18,1,0.4214046822742475,0.4214046822742475
