,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
6982,0,7,0,0.0,1.0,0.0,1,1,7296,0,1,5,49,36,11,1,0.02040816326530612,0.02040816326530612
11054,1,6,1,0.6,0.4,0.6,0,0,3473,0,1,0,45,23,9,0,0.0,0.0
10546,0,5,0,0.766666667,0.233333333,0.766666667,1,0,7838,606,0,6,53,23,8,1,0.0,0.0
464,1,8,0,0.0,1.0,0.0,0,1,8348,1,1,10,70,16,11,1,0.05714285714285714,0.05714285714285714
1257,0,12,1,0.0,0.0,0.0,0,1,9553,4315,0,7,85,17,15,1,0.058823529411764705,0.058823529411764705
9038,0,3,0,0.0,0.0,0.0,0,0,560,0,1,2,27,19,6,1,0.0,0.0
7456,0,5,0,0.0,0.0,0.0,0,0,4334,1041293,1,2,68,20,10,0,0.19117647058823528,0.19117647058823528
4274,1,6,0,0.929515419,0.070484581,0.929515419,1,1,5884,181,0,6,50,15,9,0,0.0,0.0
5192,0,5,0,0.557692308,0.442307692,0.557692308,1,1,5640,2,0,10,43,15,8,1,0.046511627906976744,0.046511627906976744
7822,0,4,0,0.441860465,0.558139535,0.441860465,0,1,-1,0,0,2,35,15,7,1,0.0,0.0
11075,1,4,0,0.0,0.0,0.0,0,0,295,0,1,0,44,36,9,0,0.0,0.0
6231,0,7,0,0.970845481,0.029154519,0.970845481,0,1,7133,12,0,7,57,16,10,1,0.0,0.0
5300,0,6,0,1.0,0.0,1.0,0,1,205,0,1,0,73,25,13,0,0.0,0.0
2202,0,7,1,0.0,0.0,0.0,0,0,2869,10478953,1,0,47,13,10,0,0.0,0.0
11103,0,19,0,0.2,0.8,0.2,1,0,5670,5824,1,6,132,30,22,1,0.18181818181818182,0.18181818181818182
9449,1,8,0,0.9375,0.0625,0.9375,1,0,2133,11262,1,4,76,20,12,1,0.02631578947368421,0.02631578947368421
1262,2,3,0,0.857142857,0.142857143,0.857142857,0,0,7595,0,1,1,40,31,7,1,0.0,0.0
7298,0,1,0,0.0,0.0,0.0,0,0,7740,420949,0,2,20,13,5,0,0.0,0.0
975,1,5,0,1.0,0.0,1.0,0,0,1834,0,1,0,61,35,9,0,0.14754098360655737,0.14754098360655737
7654,1,5,0,0.884615385,0.115384615,0.884615385,1,1,4036,6651974,1,0,77,26,9,0,0.2857142857142857,0.2857142857142857
5866,1,14,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,132,54,20,1,0.14393939393939395,0.14393939393939395
4925,0,2,0,0.775,0.225,0.775,0,1,-1,0,0,3,21,12,6,1,0.0,0.0
941,0,8,0,0.87037037,0.12962963,0.87037037,0,1,8346,1,0,10,54,15,11,1,0.0,0.0
5263,1,4,0,0.810483871,0.189516129,0.810483871,1,1,7991,6413,0,4,38,13,7,0,0.0,0.0
6582,2,7,0,0.035714286,0.964285714,0.035714286,1,1,6382,0,1,3,47,35,11,0,0.02127659574468085,0.02127659574468085
4723,0,3,0,0.0,0.0,0.0,0,0,81,0,1,0,36,28,7,0,0.0,0.0
2387,1,6,0,1.0,0.0,1.0,0,0,6896,0,1,0,52,16,10,0,0.0,0.0
11122,1,7,2,0.0,1.0,0.0,0,0,8348,1,0,10,57,16,10,1,0.017543859649122806,0.017543859649122806
5021,0,8,0,0.631578947,0.368421053,0.631578947,0,1,5627,0,1,5,55,36,11,0,0.16363636363636364,0.16363636363636364
4391,1,1,0,0.944827586,0.055172414,0.944827586,0,1,-1,0,0,1,27,20,5,0,0.0,0.0
5148,2,7,0,0.853932584,0.146067416,0.853932584,1,0,7812,2939,1,5,67,18,10,0,0.029850746268656716,0.029850746268656716
3221,0,8,1,0.866666667,0.133333333,0.866666667,0,0,5801,0,1,1,62,44,11,1,0.0,0.0
3882,1,11,1,1.0,0.0,1.0,0,0,3150,715511,1,5,75,16,14,0,0.16,0.16
11309,0,13,1,0.483870968,0.516129032,0.483870968,1,1,-1,0,1,0,137,10,17,0,0.34306569343065696,0.34306569343065696
10796,0,1,0,1.0,0.0,1.0,0,1,95,0,0,0,19,11,4,1,0.0,0.0
1610,0,6,0,0.983050847,0.016949153,0.983050847,0,0,5447,58454,1,4,54,17,9,0,0.0,0.0
8923,2,6,0,0.930769231,0.069230769,0.930769231,1,1,7159,2320,0,3,42,14,9,0,0.11904761904761904,0.11904761904761904
5953,0,7,1,0.076923077,0.923076923,0.076923077,0,0,5056,0,0,1,63,15,10,0,0.0,0.0
2789,0,12,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,125,50,19,0,0.184,0.184
944,0,2,0,0.591715976,0.408284024,0.591715976,1,0,7296,0,0,5,33,26,5,0,0.0,0.0
10189,0,6,0,1.0,0.0,1.0,0,0,59,0,1,0,54,18,9,1,0.0,0.0
1857,1,4,0,0.9375,0.0625,0.9375,1,0,4488,2880,0,5,40,18,7,0,0.0,0.0
9917,0,19,2,0.96,0.04,0.96,0,0,2188,15873,1,5,180,41,26,1,0.05,0.05
4108,0,2,0,0.0,1.0,0.0,1,0,7253,943419,1,1,25,18,5,0,0.08,0.08
5213,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,30,23,5,0,0.03333333333333333,0.03333333333333333
9733,0,7,0,0.571428571,0.428571429,0.571428571,0,0,6724,13495,0,5,64,20,10,1,0.0,0.0
3255,0,6,1,0.968992248,0.031007752,0.968992248,0,1,3952,3862928,0,4,59,21,9,1,0.06779661016949153,0.06779661016949153
2690,0,13,0,0.0,0.0,0.0,0,0,3384,0,1,0,102,23,16,0,0.00980392156862745,0.00980392156862745
10983,1,3,0,0.333333333,0.666666667,0.333333333,1,0,4618,0,0,0,33,21,6,0,0.0,0.0
4627,0,5,0,0.806451613,0.193548387,0.806451613,1,0,2082,5020,0,5,52,22,8,1,0.0,0.0
10745,0,2,0,0.0,1.0,0.0,1,0,7412,1561104,1,2,25,18,5,0,0.0,0.0
1319,1,2,0,0.888888889,0.111111111,0.888888889,1,1,6092,0,0,3,32,23,6,1,0.0,0.0
8668,1,3,0,0.0,1.0,0.0,0,0,8350,1,1,10,48,15,6,1,0.0,0.0
11291,0,7,0,0.0,1.0,0.0,1,0,7765,32,0,5,132,16,10,1,0.03787878787878788,0.03787878787878788
5162,1,4,0,0.668478261,0.331521739,0.668478261,1,0,-1,2995662,1,4,64,27,8,0,0.046875,0.046875
7652,1,5,1,0.344827586,0.655172414,0.344827586,1,1,-1,0,1,3,55,19,9,0,0.0,0.0
8547,0,2,0,0.882352941,0.117647059,0.882352941,0,1,-1,0,0,3,36,27,6,1,0.0,0.0
7809,0,6,0,0.97311828,0.02688172,0.97311828,0,1,7130,12,0,7,57,16,9,1,0.0,0.0
10535,1,19,0,0.057142857,0.942857143,0.057142857,1,1,9317,13,1,7,123,16,22,0,0.06504065040650407,0.06504065040650407
3475,1,7,0,1.0,0.0,1.0,0,0,1609,0,1,2,46,17,10,0,0.021739130434782608,0.021739130434782608
3505,2,2,0,0.959770115,0.040229885,0.959770115,1,1,4884,238030,0,3,21,13,6,0,0.0,0.0
4749,0,24,2,0.0,1.0,0.0,0,0,8348,1,0,10,189,19,32,1,0.047619047619047616,0.047619047619047616
2477,0,7,0,0.486486486,0.513513514,0.486486486,1,0,5120,7237162,1,4,67,9,11,0,0.0,0.0
7203,0,16,0,0.959183673,0.040816327,0.959183673,0,0,9689,31719,0,5,128,9,19,1,0.046875,0.046875
10493,0,2,0,0.076923077,0.923076923,0.076923077,1,0,7295,0,1,5,39,30,6,1,0.0,0.0
8883,0,2,0,0.944444444,0.055555556,0.944444444,0,0,4796,621566,0,3,24,15,6,1,0.0,0.0
4501,0,2,0,0.911111111,0.088888889,0.911111111,0,1,8725,287481,0,4,21,12,6,1,0.0,0.0
10941,0,11,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,117,42,18,0,0.19658119658119658,0.19658119658119658
11274,0,14,3,0.761904762,0.238095238,0.761904762,1,0,8756,0,1,2,102,19,18,0,0.0,0.0
6336,0,3,0,1.0,0.0,1.0,0,0,1338,22211,1,6,37,25,6,1,0.21621621621621623,0.21621621621621623
8540,0,3,0,0.266666667,0.733333333,0.266666667,1,0,-1,3475936,0,4,34,26,7,0,0.0,0.0
1874,0,16,0,0.909090909,0.090909091,0.909090909,0,1,-1,1272421,0,3,81,15,19,0,0.16049382716049382,0.16049382716049382
9736,1,6,0,1.0,0.0,1.0,0,0,184,0,1,0,48,34,9,0,0.1875,0.1875
6931,2,6,3,0.0,0.0,0.0,0,0,-1,0,1,2,68,15,10,1,0.0,0.0
10795,0,4,1,1.0,0.0,1.0,0,0,5279,0,1,2,45,27,7,0,0.022222222222222223,0.022222222222222223
5096,1,17,1,0.535714286,0.464285714,0.535714286,1,0,1265,2433519,1,0,165,16,21,1,0.2606060606060606,0.2606060606060606
2904,1,4,0,0.932038835,0.067961165,0.932038835,1,1,7189,481145,1,1,38,30,8,0,0.0,0.0
570,1,3,2,1.0,0.0,1.0,0,0,-1,0,1,0,37,14,8,0,0.0,0.0
1448,0,11,1,0.75,0.25,0.75,0,0,1532,4691,1,2,93,34,15,0,0.03225806451612903,0.03225806451612903
7816,0,6,0,0.642857143,0.357142857,0.642857143,1,0,265,0,1,0,70,29,10,0,0.0,0.0
8177,0,7,1,1.0,0.0,1.0,0,1,1999,0,1,0,85,13,11,0,0.27058823529411763,0.27058823529411763
939,0,46,0,0.0,1.0,0.0,1,0,7419,285,0,7,246,13,49,1,0.0,0.0
8886,1,10,0,1.0,0.0,1.0,0,0,1612,4645834,1,2,77,26,14,0,0.14285714285714285,0.14285714285714285
8371,1,6,0,0.58974359,0.41025641,0.58974359,1,1,6070,14420,1,5,61,21,9,0,0.0,0.0
7282,1,5,3,0.864864865,0.135135135,0.864864865,1,1,3208,0,1,0,46,13,8,0,0.0,0.0
5841,0,6,4,1.0,0.0,1.0,0,0,-1,0,1,0,60,28,10,0,0.0,0.0
6837,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,32,25,5,0,0.15625,0.15625
8347,0,9,0,0.0,0.0,0.0,0,0,5627,0,1,5,64,43,12,1,0.25,0.25
3226,0,5,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,41,24,8,0,0.04878048780487805,0.04878048780487805
11138,1,6,0,0.952914798,0.047085202,0.952914798,1,1,10604,7137,1,6,56,18,9,1,0.0,0.0
9240,2,11,0,0.923076923,0.076923077,0.923076923,0,0,11555,609,1,7,100,14,14,0,0.14,0.14
3978,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,34,27,5,0,0.0,0.0
4383,0,4,0,0.857142857,0.142857143,0.857142857,0,0,-1,0,1,0,51,22,8,0,0.09803921568627451,0.09803921568627451
5834,1,3,0,0.846153846,0.153846154,0.846153846,0,0,-1,3426017,0,4,25,12,6,1,0.0,0.0
9057,0,8,0,0.955445545,0.044554455,0.955445545,0,1,8836,5999,0,5,69,17,11,1,0.0,0.0
8771,1,9,0,0.895104895,0.104895105,0.895104895,1,0,7840,3993,0,5,82,16,12,0,0.0,0.0
3539,0,12,0,0.618556701,0.381443299,0.618556701,1,0,7449,6951049,1,8,104,31,16,1,0.11538461538461539,0.11538461538461539
7458,1,15,2,0.363636364,0.636363636,0.363636364,1,1,6426,381,1,5,395,15,21,1,0.1240506329113924,0.1240506329113924
11157,1,7,0,0.660377358,0.339622642,0.660377358,0,1,5011,33165,1,4,53,22,10,1,0.0,0.0
10170,2,3,0,0.951923077,0.048076923,0.951923077,0,1,2021,4511081,1,0,37,18,6,0,0.0,0.0
7692,1,16,0,0.388888889,0.611111111,0.388888889,0,1,8012,7856,0,6,125,16,19,0,0.056,0.056
5681,0,7,3,1.0,0.0,1.0,0,1,244,0,1,0,88,14,11,0,0.2159090909090909,0.2159090909090909
2827,0,2,0,0.098360656,0.901639344,0.098360656,1,1,7297,0,0,5,47,39,6,0,0.0,0.0
5780,1,3,0,0.995192308,0.004807692,0.995192308,0,1,7584,974,0,5,37,22,6,0,0.0,0.0
3634,0,13,0,1.0,0.0,1.0,0,1,3992,5707171,1,0,124,46,19,1,0.1693548387096774,0.1693548387096774
4996,0,9,2,0.9375,0.0625,0.9375,0,0,1546,4669,1,2,72,28,12,1,0.041666666666666664,0.041666666666666664
1338,0,7,0,0.965432099,0.034567901,0.965432099,0,0,7130,12,0,7,56,16,10,1,0.0,0.0
3262,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,36,29,5,0,0.027777777777777776,0.027777777777777776
8273,1,4,0,0.3,0.7,0.3,1,1,3374,33138,0,4,43,17,8,0,0.0,0.0
6838,1,4,1,1.0,0.0,1.0,0,0,3015,443326,1,4,44,29,7,0,0.045454545454545456,0.045454545454545456
7868,1,3,0,0.97826087,0.02173913,0.97826087,0,0,217,0,1,0,98,11,6,0,0.12244897959183673,0.12244897959183673
5741,1,4,0,1.0,0.0,1.0,0,0,804,0,1,2,41,33,8,0,0.12195121951219512,0.12195121951219512
650,2,2,0,0.085365854,0.914634146,0.085365854,1,0,-1,3514,1,9,28,6,5,0,0.0,0.0
6039,1,12,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,118,42,17,0,0.1271186440677966,0.1271186440677966
2902,1,3,0,0.59223301,0.40776699,0.59223301,1,1,7023,1012136,0,3,36,14,7,0,0.0,0.0
2258,1,5,0,0.722222222,0.277777778,0.722222222,0,0,7496,1144878,1,4,42,11,8,0,0.0,0.0
5395,0,5,0,0.0,0.0,0.0,0,0,6389,0,1,1,53,17,8,0,0.18867924528301888,0.18867924528301888
8910,2,2,0,0.1,0.9,0.1,1,0,-1,1590047,1,6,16,4,5,0,0.0,0.0
8011,0,3,0,0.8,0.2,0.8,0,1,2838,0,1,2,35,27,6,1,0.0,0.0
3521,1,6,0,0.803571429,0.196428571,0.803571429,1,1,-1,1163,0,5,42,9,9,0,0.047619047619047616,0.047619047619047616
2730,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,28,21,5,0,0.03571428571428571,0.03571428571428571
10225,0,3,0,0.956375839,0.043624161,0.956375839,0,1,7657,433,0,7,46,15,7,1,0.0,0.0
4478,0,2,0,0.0,1.0,0.0,1,1,2795,1253797,0,3,36,27,7,1,0.0,0.0
5660,2,7,1,0.737704918,0.262295082,0.737704918,0,1,-1,1068316,1,4,51,18,10,0,0.0196078431372549,0.0196078431372549
1596,0,2,0,0.598039216,0.401960784,0.598039216,1,1,7449,0,0,8,38,29,6,1,0.0,0.0
67,1,7,0,0.988023952,0.011976048,0.988023952,0,0,5877,24587,0,5,74,12,11,0,0.02702702702702703,0.02702702702702703
2584,0,2,0,0.979475485,0.020524515,0.979475485,1,1,1887,7471833,0,2,22,14,6,0,0.0,0.0
10336,1,3,0,0.380952381,0.619047619,0.380952381,1,1,6444,448374,0,4,40,23,6,1,0.0,0.0
6281,0,5,0,0.3,0.7,0.3,1,0,657,0,1,0,42,34,9,0,0.0,0.0
3196,0,6,0,0.0,1.0,0.0,0,1,2110,0,1,0,45,16,10,0,0.0,0.0
7924,0,7,4,0.0,0.0,0.0,0,0,322,126941,1,0,125,38,11,1,0.0,0.0
5327,1,12,3,1.0,0.0,1.0,0,0,7004,0,1,2,92,17,16,0,0.07608695652173914,0.07608695652173914
9257,1,9,0,0.734375,0.265625,0.734375,1,0,5505,59760,0,5,71,15,12,0,0.0,0.0
9627,0,6,0,0.0,0.0,0.0,0,0,5612,5865346,1,5,47,39,10,0,0.1276595744680851,0.1276595744680851
1258,0,2,0,0.931372549,0.068627451,0.931372549,0,0,7371,96532,0,5,22,14,6,0,0.0,0.0
6942,1,18,4,1.0,0.0,1.0,0,0,-1,0,0,0,253,15,22,1,0.31620553359683795,0.31620553359683795
6350,0,6,0,0.944900352,0.055099648,0.944900352,0,1,7131,12,0,7,46,16,9,1,0.0,0.0
9743,1,6,0,0.946153846,0.053846154,0.946153846,1,0,6111,0,0,3,56,19,9,0,0.05357142857142857,0.05357142857142857
991,0,4,0,0.0,0.0,0.0,0,0,43,0,0,0,33,16,8,0,0.0,0.0
3504,1,3,0,0.642857143,0.357142857,0.642857143,1,1,462,2516334,0,2,48,18,6,0,0.0625,0.0625
113,0,7,0,0.0,0.0,0.0,0,0,7802,0,1,5,70,20,10,0,0.0,0.0
919,0,8,2,0.19047619,0.80952381,0.19047619,1,1,5615,0,1,5,56,38,11,0,0.0,0.0
2509,0,2,0,0.9875,0.0125,0.9875,0,1,-1,169074,0,4,19,10,6,1,0.0,0.0
10756,0,10,1,1.0,0.0,1.0,0,0,4562,0,1,0,64,11,13,0,0.0,0.0
165,0,2,0,0.959752322,0.040247678,0.959752322,1,1,2254,219358,0,4,24,15,6,1,0.0,0.0
6741,1,8,0,1.0,0.0,1.0,0,1,3327,12214,0,4,68,17,12,0,0.0,0.0
6921,1,14,1,1.0,0.0,1.0,0,0,7588,27719,1,6,131,15,19,0,0.21374045801526717,0.21374045801526717
9771,0,6,0,0.0,1.0,0.0,0,0,3855,0,0,2,60,19,10,0,0.03333333333333333,0.03333333333333333
8274,0,6,2,1.0,0.0,1.0,0,0,2532,514430,1,0,61,52,10,1,0.0,0.0
4603,1,8,0,0.902654867,0.097345133,0.902654867,1,1,3225,748763,1,3,64,15,11,1,0.03125,0.03125
10659,0,15,0,0.757281553,0.242718447,0.757281553,0,1,8905,76638,0,4,97,17,18,1,0.05154639175257732,0.05154639175257732
9726,0,2,0,0.542372881,0.457627119,0.542372881,1,1,4666,747137,0,3,23,14,6,1,0.0,0.0
949,1,3,0,1.0,0.0,1.0,0,0,3927,0,0,3,40,16,7,0,0.0,0.0
4594,0,13,3,0.90625,0.09375,0.90625,1,1,4425,0,1,2,89,14,17,0,0.0,0.0
9980,0,8,0,0.246666667,0.753333333,0.246666667,1,0,8097,52592,0,5,70,38,11,1,0.0,0.0
3770,0,6,0,0.792857143,0.207142857,0.792857143,1,0,7121,33109,1,4,60,24,11,0,0.03333333333333333,0.03333333333333333
2506,2,2,0,0.78125,0.21875,0.78125,1,1,7471,3043528,0,2,29,22,5,0,0.0,0.0
5107,1,7,1,0.977272727,0.022727273,0.977272727,0,0,276,0,1,0,119,14,10,0,0.4369747899159664,0.4369747899159664
2850,0,5,1,0.0,0.0,0.0,0,0,-1,0,1,2,41,12,8,0,0.0,0.0
6000,1,3,0,1.0,0.0,1.0,0,0,1834,0,1,0,59,37,7,0,0.13559322033898305,0.13559322033898305
8339,0,9,1,0.8125,0.1875,0.8125,1,0,7717,156097,0,4,65,24,13,1,0.0,0.0
11405,0,4,0,0.857142857,0.142857143,0.857142857,0,0,2,0,1,0,34,14,7,1,0.0,0.0
7047,1,4,0,0.782608696,0.217391304,0.782608696,1,1,4202,0,1,0,45,38,7,0,0.0,0.0
9509,0,2,0,0.943548387,0.056451613,0.943548387,1,0,5832,2383950,0,3,25,16,6,1,0.0,0.0
4446,0,5,1,0.272727273,0.727272727,0.272727273,0,1,1547,4639,1,2,40,23,8,0,0.075,0.075
5794,1,6,0,0.5,0.5,0.5,1,0,8922,309153,1,3,44,15,9,0,0.0,0.0
4460,0,2,0,1.0,0.0,1.0,0,1,1801,668078,0,2,28,19,6,1,0.0,0.0
8557,0,2,0,0.842105263,0.157894737,0.842105263,0,0,4252,6983499,0,3,28,19,6,1,0.0,0.0
2505,1,3,0,0.625,0.375,0.625,0,1,5077,194144,1,5,36,17,6,1,0.1388888888888889,0.1388888888888889
10380,0,4,0,0.0,0.0,0.0,0,0,1830,0,1,1,34,16,7,0,0.0,0.0
6623,0,4,0,0.535714286,0.464285714,0.535714286,0,0,-1,34164,0,5,29,8,7,1,0.06896551724137931,0.06896551724137931
1114,1,16,0,0.0,0.0,0.0,0,1,2634,103920,0,5,137,22,19,0,0.0,0.0
9596,0,2,1,0.4,0.6,0.4,1,0,-1,0,0,0,18,10,6,0,0.0,0.0
298,0,4,0,0.777777778,0.222222222,0.777777778,1,0,-1,642658,0,3,28,19,8,1,0.0,0.0
1675,0,1,0,0.810810811,0.189189189,0.810810811,1,1,1204,379676,1,3,27,18,6,1,0.1111111111111111,0.1111111111111111
3347,1,14,0,0.84,0.16,0.84,0,0,8618,1418,0,6,97,15,18,0,0.0,0.0
6170,1,10,0,0.577777778,0.422222222,0.577777778,1,0,7615,2188,0,5,100,31,13,0,0.0,0.0
2735,0,10,3,1.0,0.0,1.0,0,0,7267,0,1,1,81,20,13,0,0.0,0.0
5669,2,6,2,0.969387755,0.030612245,0.969387755,1,1,7938,0,1,2,72,35,9,1,0.0,0.0
9147,1,11,1,1.0,0.0,1.0,0,0,819,0,1,2,380,32,15,0,0.12631578947368421,0.12631578947368421
4988,0,6,0,0.058823529,0.941176471,0.058823529,1,1,1794,0,1,0,57,14,9,0,0.017543859649122806,0.017543859649122806
10288,1,2,0,0.833333333,0.166666667,0.833333333,0,0,5160,0,0,8,27,20,5,0,0.0,0.0
7639,1,7,0,1.0,0.0,1.0,0,0,-1,0,1,0,123,16,10,0,0.2845528455284553,0.2845528455284553
7706,0,2,0,1.0,0.0,1.0,0,0,3112,3727610,0,0,24,13,6,0,0.0,0.0
4325,0,4,0,0.846153846,0.153846154,0.846153846,0,0,-1,0,1,0,35,15,8,1,0.08571428571428572,0.08571428571428572
4172,0,2,0,1.0,0.0,1.0,0,0,-1,20083,1,5,18,4,5,1,0.05555555555555555,0.05555555555555555
7751,0,7,3,0.0,0.0,0.0,0,0,4519,0,1,1,47,15,10,0,0.0,0.0
4550,0,3,0,0.994318182,0.005681818,0.994318182,0,1,-1,9532906,1,0,36,15,6,0,0.0,0.0
7077,1,8,0,0.0,0.0,0.0,0,0,2520,632001,1,7,57,7,12,1,0.14035087719298245,0.14035087719298245
8214,0,7,1,0.0,0.0,0.0,0,0,548,0,1,1,77,24,11,0,0.0,0.0
9158,0,2,0,0.669230769,0.330769231,0.669230769,1,0,5687,0,0,1,25,16,6,1,0.0,0.0
2103,1,4,0,0.76,0.24,0.76,0,1,-1,0,1,1,31,13,7,1,0.0,0.0
5336,0,2,0,0.1,0.9,0.1,1,0,7295,0,1,5,36,27,6,1,0.027777777777777776,0.027777777777777776
7634,1,6,0,1.0,0.0,1.0,0,0,4003,5816617,1,0,68,42,9,0,0.16176470588235295,0.16176470588235295
3759,1,10,0,0.994736842,0.005263158,0.994736842,1,0,-1,2881378,0,4,79,21,13,0,0.0,0.0
8940,2,5,0,1.0,0.0,1.0,0,0,9054,1644,1,7,58,26,9,0,0.0,0.0
1837,2,3,0,1.0,0.0,1.0,0,0,5963,0,1,0,101,11,8,0,0.22772277227722773,0.22772277227722773
9195,0,3,0,0.125,0.875,0.125,1,0,1953,4365,1,3,44,25,6,1,0.045454545454545456,0.045454545454545456
10503,0,13,0,0.701587302,0.298412698,0.701587302,1,0,7929,11068,0,5,99,15,17,1,0.08080808080808081,0.08080808080808081
10816,1,2,0,0.819672131,0.180327869,0.819672131,0,1,2587,107898,0,4,26,18,6,0,0.0,0.0
5710,0,2,0,0.526315789,0.473684211,0.526315789,1,1,3298,1074963,0,5,34,15,6,0,0.0,0.0
607,1,3,0,0.872727273,0.127272727,0.872727273,1,0,3245,0,1,2,34,15,7,0,0.0,0.0
9652,0,2,0,0.044444444,0.955555556,0.044444444,1,1,3579,3148672,0,2,31,24,5,0,0.0,0.0
1093,1,6,0,0.633663366,0.366336634,0.633663366,1,0,7616,2190,0,5,62,31,9,0,0.0,0.0
9120,1,2,0,0.74137931,0.25862069,0.74137931,1,0,2649,79203,0,4,26,18,6,0,0.0,0.0
6718,1,2,0,0.987654321,0.012345679,0.987654321,0,1,1602,0,0,0,34,26,7,0,0.0,0.0
8237,0,7,0,0.905472637,0.094527363,0.905472637,0,1,7133,12,0,7,55,16,10,1,0.0,0.0
10252,2,11,0,0.328703704,0.671296296,0.328703704,1,1,1532,0,1,0,88,28,15,0,0.0,0.0
4487,2,2,0,0.125,0.875,0.125,1,0,440,0,1,0,33,22,6,0,0.0,0.0
160,0,3,0,1.0,0.0,1.0,0,0,189,0,1,2,38,29,7,1,0.13157894736842105,0.13157894736842105
203,0,2,0,0.619047619,0.380952381,0.619047619,1,0,7449,0,0,8,33,24,6,1,0.0,0.0
6483,0,8,1,0.467213115,0.532786885,0.467213115,1,0,3671,0,1,2,61,19,11,0,0.01639344262295082,0.01639344262295082
3940,0,2,1,0.0,0.0,0.0,0,0,5158,0,1,8,29,20,6,1,0.0,0.0
7728,0,2,0,1.0,0.0,1.0,0,1,5904,0,0,4,32,25,5,0,0.0,0.0
6103,0,3,0,0.0,0.0,0.0,0,0,7192,0,1,2,43,24,7,0,0.0,0.0
4933,0,3,0,0.0,0.0,0.0,0,0,75,0,1,0,36,21,7,0,0.08333333333333333,0.08333333333333333
2934,1,2,0,0.540540541,0.459459459,0.540540541,1,1,-1,5328535,0,4,29,21,6,0,0.0,0.0
1814,0,9,0,0.0,0.0,0.0,0,0,2280,333733,1,3,89,20,13,0,0.0,0.0
2435,1,4,0,0.842105263,0.157894737,0.842105263,1,0,8664,7107162,1,2,32,10,7,0,0.0,0.0
1230,0,8,0,0.93129771,0.06870229,0.93129771,1,1,4628,214090,0,5,74,20,12,1,0.02702702702702703,0.02702702702702703
11211,0,3,0,0.866666667,0.133333333,0.866666667,0,1,7662,666857,0,3,27,18,7,1,0.0,0.0
3046,0,5,3,1.0,0.0,1.0,0,0,-1,641733,1,2,55,30,9,1,0.0,0.0
5705,1,10,0,0.846153846,0.153846154,0.846153846,0,0,8763,8308,1,5,81,14,14,0,0.0,0.0
11040,1,14,0,0.97761194,0.02238806,0.97761194,0,1,-1,718,0,7,83,10,17,0,0.0963855421686747,0.0963855421686747
7507,0,9,0,0.846153846,0.153846154,0.846153846,0,1,268,0,1,0,71,13,12,1,0.0,0.0
10378,1,2,0,0.607594937,0.392405063,0.607594937,1,0,5586,50384,0,6,27,19,6,0,0.0,0.0
3988,1,9,0,0.378021978,0.621978022,0.378021978,1,1,5444,0,1,2,74,24,12,1,0.08108108108108109,0.08108108108108109
4251,1,4,0,0.12,0.88,0.12,1,1,1841,0,1,0,46,19,8,0,0.0,0.0
6111,0,3,1,0.0,0.0,0.0,0,0,3791,279260,1,3,40,26,8,0,0.0,0.0
6828,2,9,0,0.871428571,0.128571429,0.871428571,1,1,-1,77959,1,4,78,17,14,0,0.0,0.0
7328,3,12,2,1.0,0.0,1.0,0,1,1706,4830221,1,2,99,12,16,0,0.050505050505050504,0.050505050505050504
6204,0,9,0,0.0,0.0,0.0,0,0,603,0,1,2,65,15,15,1,0.03076923076923077,0.03076923076923077
3293,2,5,1,0.333333333,0.666666667,0.333333333,1,1,7986,109426,1,4,39,15,8,1,0.0,0.0
4034,0,9,3,0.153846154,0.846153846,0.153846154,1,0,-1,9421973,1,1,67,10,12,0,0.04477611940298507,0.04477611940298507
2725,1,5,0,1.0,0.0,1.0,0,0,-1,0,1,2,58,40,10,0,0.034482758620689655,0.034482758620689655
4290,0,7,0,1.0,0.0,1.0,0,0,7830,11021,0,5,54,17,10,1,0.0,0.0
4334,1,5,0,0.838709677,0.161290323,0.838709677,1,0,3746,774723,1,4,56,21,8,0,0.0,0.0
7773,1,4,0,0.428571429,0.571428571,0.428571429,0,1,8093,3612,1,4,32,24,8,0,0.125,0.125
3877,2,10,1,0.637931034,0.362068966,0.637931034,1,1,-1,0,1,2,52,12,14,0,0.0,0.0
6205,1,7,0,0.727969349,0.272030651,0.727969349,1,0,6708,67890,0,5,61,17,10,0,0.0,0.0
8830,1,2,0,0.790459966,0.209540034,0.790459966,1,1,7621,69638,0,5,30,22,6,0,0.0,0.0
