,nb_redirection,length_words_raw,phish_hints,ratio_intHyperlinks,ratio_extHyperlinks,ratio_intHyperlinks,external_favicon,domain_with_copyright,domain_age,web_traffic,google_index,page_rank,url_length,hostname_length,special_characters_count,use_https,ratio_digits_url,ratio_digits_url
11270,0,2,0,0.543478261,0.456521739,0.543478261,1,1,-1,83775,0,5,29,21,5,1,0.0,0.0
10917,0,7,0,0.181818182,0.818181818,0.181818182,1,1,5627,0,1,5,79,47,10,1,0.0,0.0
10755,0,2,0,0.785714286,0.214285714,0.785714286,1,1,9047,309856,0,5,26,17,6,1,0.0,0.0
9956,2,61,1,0.545454545,0.454545455,0.545454545,1,1,7709,1422202,1,5,466,15,83,1,0.16523605150214593,0.16523605150214593
9975,1,4,3,1.0,0.0,1.0,0,0,1744,0,0,2,40,17,8,0,0.0,0.0
1031,0,2,0,0.560344828,0.439655172,0.560344828,1,0,7447,0,0,8,34,25,6,1,0.0,0.0
3464,1,15,1,0.333333333,0.666666667,0.333333333,1,0,8288,0,1,1,232,13,21,0,0.3793103448275862,0.3793103448275862
6510,1,14,5,0.933333333,0.066666667,0.933333333,0,0,-1,0,1,0,230,23,20,0,0.34782608695652173,0.34782608695652173
10107,0,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,128,50,19,1,0.1640625,0.1640625
4189,1,2,0,0.576271186,0.423728814,0.576271186,1,1,-1,494317,0,2,28,20,6,0,0.0,0.0
8921,1,3,0,0.943661972,0.056338028,0.943661972,0,1,2920,0,0,4,29,21,7,0,0.0,0.0
763,2,6,0,0.100775194,0.899224806,0.100775194,1,0,3094,0,1,3,58,25,9,0,0.0,0.0
10172,1,16,0,0.875,0.125,0.875,0,0,9501,2052,1,6,124,18,19,1,0.0,0.0
7772,0,2,0,0.701863354,0.298136646,0.701863354,1,1,7298,0,0,5,39,32,5,0,0.0,0.0
10124,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,30,23,5,0,0.1,0.1
2484,1,9,0,0.988235294,0.011764706,0.988235294,0,1,1933,0,0,0,70,18,12,0,0.0,0.0
1222,1,10,3,1.0,0.0,1.0,0,0,4726,0,1,1,77,8,14,0,0.03896103896103896,0.03896103896103896
3470,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,127,50,18,1,0.14173228346456693,0.14173228346456693
2134,1,4,1,0.879310345,0.120689655,0.879310345,1,0,6606,899,1,5,40,22,7,1,0.125,0.125
2423,1,5,1,0.666666667,0.333333333,0.666666667,0,0,1407,0,1,0,44,19,8,0,0.0,0.0
9373,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,38,31,5,0,0.0,0.0
11341,0,25,5,1.0,0.0,1.0,0,0,457,0,1,1,183,12,29,0,0.0,0.0
3942,0,10,0,1.0,0.0,1.0,0,0,804,0,1,2,373,35,15,1,0.13136729222520108,0.13136729222520108
6699,0,6,4,1.0,0.0,1.0,0,0,7528,0,1,0,48,9,9,0,0.0,0.0
5714,2,8,0,0.947368421,0.052631579,0.947368421,0,0,2095,565103,1,4,63,9,12,0,0.0,0.0
3761,1,5,0,0.0,0.0,0.0,0,0,418,0,1,2,45,16,9,0,0.0,0.0
1575,0,9,0,0.0,0.0,0.0,0,0,5626,0,1,5,70,49,12,1,0.24285714285714285,0.24285714285714285
509,0,2,0,0.99376947,0.00623053,0.99376947,0,1,2175,57991,0,4,24,15,6,1,0.0,0.0
8911,1,7,1,1.0,0.0,1.0,0,0,3318,0,1,0,57,21,11,0,0.07017543859649122,0.07017543859649122
11063,0,4,1,0.0,1.0,0.0,1,1,256,0,0,0,34,21,7,0,0.17647058823529413,0.17647058823529413
8578,1,4,2,0.0,1.0,0.0,0,0,8348,1,0,10,47,16,7,1,0.0,0.0
2304,1,6,3,1.0,0.0,1.0,0,0,7378,746847,1,2,47,17,10,0,0.0,0.0
3952,0,2,0,1.0,0.0,1.0,0,1,2389,5961020,1,2,21,13,6,0,0.0,0.0
5100,1,4,0,0.0,0.0,0.0,0,0,5302,0,1,0,43,14,7,0,0.09302325581395349,0.09302325581395349
10984,0,7,1,0.277777778,0.722222222,0.277777778,0,1,5,0,1,0,69,20,10,0,0.0,0.0
1259,1,17,0,0.0,1.0,0.0,0,0,-1,24,0,9,104,6,23,1,0.14423076923076922,0.14423076923076922
5216,0,7,0,0.371428571,0.628571429,0.371428571,0,1,7354,1006585,0,5,66,21,10,0,0.0,0.0
3473,0,8,0,0.953846154,0.046153846,0.953846154,0,1,7530,264522,0,5,105,28,12,0,0.0,0.0
11014,0,3,0,0.0,0.0,0.0,0,0,-1,4587375,1,0,42,33,7,1,0.0,0.0
7698,0,2,0,0.435483871,0.564516129,0.435483871,1,1,7298,3638733,0,5,42,34,6,0,0.0,0.0
711,0,21,2,0.0,0.0,0.0,0,0,2922,7947816,1,0,163,19,25,0,0.012269938650306749,0.012269938650306749
10853,0,2,1,0.810810811,0.189189189,0.810810811,1,1,1737,141484,0,3,22,15,5,0,0.0,0.0
10438,1,11,1,0.617647059,0.382352941,0.617647059,1,0,2033,0,0,4,72,12,14,0,0.1111111111111111,0.1111111111111111
8216,1,12,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,118,42,17,0,0.1864406779661017,0.1864406779661017
10084,0,13,0,0.660714286,0.339285714,0.660714286,1,1,5062,578,0,6,82,17,17,1,0.08536585365853659,0.08536585365853659
9170,0,13,0,0.0,0.0,0.0,0,0,9339,21,0,5,135,17,22,1,0.2222222222222222,0.2222222222222222
1372,0,5,0,0.960468521,0.039531479,0.960468521,0,1,7133,12,0,7,45,16,8,1,0.0,0.0
712,1,6,0,0.623287671,0.376712329,0.623287671,1,1,7983,348,1,6,49,14,10,0,0.0,0.0
3323,2,6,0,0.639705882,0.360294118,0.639705882,1,0,7615,2188,1,5,82,34,9,0,0.0,0.0
3031,0,8,2,1.0,0.0,1.0,0,0,5123,0,1,2,67,23,11,0,0.0,0.0
10416,0,6,1,1.0,0.0,1.0,0,1,1528,0,1,0,68,23,9,0,0.1323529411764706,0.1323529411764706
3833,2,7,0,0.982905983,0.017094017,0.982905983,0,0,8970,10654,1,5,60,15,10,0,0.016666666666666666,0.016666666666666666
3541,4,12,0,0.986737401,0.013262599,0.986737401,0,0,11021,2772,1,6,92,16,15,0,0.0,0.0
9190,0,3,0,0.863636364,0.136363636,0.863636364,0,0,5220,673432,0,3,23,15,7,0,0.0,0.0
8660,1,18,2,1.0,0.0,1.0,0,0,2015,5348830,1,1,148,21,21,1,0.0,0.0
1482,0,2,0,0.943396226,0.056603774,0.943396226,0,1,8594,5556103,0,4,24,15,6,1,0.0,0.0
1489,0,5,0,0.0,0.0,0.0,0,0,559,0,1,1,52,16,8,0,0.19230769230769232,0.19230769230769232
3827,0,3,0,0.0,1.0,0.0,0,0,7087,0,1,3,41,32,7,1,0.0,0.0
3773,1,2,0,0.992366412,0.007633588,0.992366412,0,1,4429,0,0,0,25,10,6,0,0.16,0.16
1794,2,6,0,0.828571429,0.171428571,0.828571429,1,1,8986,3248,1,6,52,26,9,0,0.0,0.0
5034,1,2,0,0.8,0.2,0.8,0,0,6753,2305,1,8,28,11,5,1,0.03571428571428571,0.03571428571428571
1821,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5756,0,1,2,77,23,7,0,0.2857142857142857,0.2857142857142857
11101,1,8,4,0.0,1.0,0.0,1,0,3228,0,1,2,62,14,12,0,0.0,0.0
3424,0,8,0,0.976744186,0.023255814,0.976744186,0,0,7339,48563,0,5,73,15,11,1,0.0,0.0
5128,0,10,4,0.75,0.25,0.75,0,0,-1,0,1,0,106,22,14,0,0.1509433962264151,0.1509433962264151
6423,0,2,0,0.742857143,0.257142857,0.742857143,1,1,7621,56198,0,6,43,35,6,0,0.0,0.0
1741,0,2,0,0.827868852,0.172131148,0.827868852,0,1,-1,1442242,0,3,39,30,6,1,0.0,0.0
1658,0,2,0,0.692307692,0.307692308,0.692307692,1,0,-1,0,0,0,28,20,5,1,0.0,0.0
212,1,6,0,0.755102041,0.244897959,0.755102041,1,0,3526,24047,0,5,68,15,9,0,0.0,0.0
4826,1,5,0,0.24137931,0.75862069,0.24137931,0,1,88,9498326,1,0,45,37,9,0,0.06666666666666667,0.06666666666666667
6720,0,3,1,1.0,0.0,1.0,0,0,1901,0,1,0,38,30,7,0,0.0,0.0
323,0,10,0,0.757009346,0.242990654,0.757009346,1,1,1302,0,1,0,87,13,13,0,0.022988505747126436,0.022988505747126436
10775,0,1,0,0.391304348,0.608695652,0.391304348,1,1,3798,2373127,0,3,29,20,6,1,0.0,0.0
1097,0,4,0,0.987341772,0.012658228,0.987341772,0,0,5936,1174408,1,3,29,13,7,1,0.0,0.0
10098,0,5,0,0.989417989,0.010582011,0.989417989,0,1,7881,436856,0,5,48,22,8,0,0.0625,0.0625
1359,0,5,0,0.0,0.0,0.0,0,0,-1,2758579,0,3,41,13,8,0,0.0,0.0
334,1,5,0,1.0,0.0,1.0,0,0,12706,3016,0,6,44,27,9,0,0.0,0.0
4772,1,8,1,1.0,0.0,1.0,0,0,630,0,1,0,93,27,11,0,0.0,0.0
7838,2,1,0,0.763636364,0.236363636,0.763636364,1,1,-1,1144129,0,4,23,16,4,0,0.0,0.0
1613,1,3,0,0.984693878,0.015306122,0.984693878,0,1,7533,333891,0,5,23,16,6,0,0.0,0.0
11302,1,6,0,0.823529412,0.176470588,0.823529412,0,1,6929,437567,0,2,58,22,9,0,0.0,0.0
792,0,6,0,0.777327935,0.222672065,0.777327935,1,0,7839,607,1,6,57,23,10,1,0.03508771929824561,0.03508771929824561
233,1,2,0,0.363636364,0.636363636,0.363636364,1,0,4764,199026,0,4,27,19,6,0,0.0,0.0
6271,0,3,0,0.0,0.0,0.0,0,0,86,0,1,0,40,32,7,0,0.05,0.05
4681,0,8,0,1.0,0.0,1.0,0,0,-1,769987,0,4,69,14,11,0,0.0,0.0
7459,1,3,0,1.0,0.0,1.0,0,0,1629,0,1,1,23,6,6,0,0.30434782608695654,0.30434782608695654
4989,0,6,0,0.976958525,0.023041475,0.976958525,0,1,7131,12,0,7,56,16,9,1,0.0,0.0
8757,2,4,0,1.0,0.0,1.0,0,0,9874,49465,1,5,33,15,8,0,0.030303030303030304,0.030303030303030304
9810,0,7,0,1.0,0.0,1.0,0,0,1279,0,1,0,118,38,11,0,0.19491525423728814,0.19491525423728814
4957,1,10,0,0.615384615,0.384615385,0.615384615,1,1,4843,5881,0,5,75,24,14,0,0.0,0.0
9620,0,2,0,0.238095238,0.761904762,0.238095238,1,0,3466,381443,0,4,24,16,6,0,0.0,0.0
6855,0,2,0,0.926829268,0.073170732,0.926829268,0,1,1936,62777,0,6,23,14,6,1,0.0,0.0
5972,1,3,0,0.0,0.0,0.0,0,0,4941,0,1,0,58,18,6,0,0.39655172413793105,0.39655172413793105
2980,0,2,0,0.671232877,0.328767123,0.671232877,1,1,7568,51162,0,4,28,19,7,1,0.0,0.0
2413,0,2,2,0.0,1.0,0.0,1,0,539,2368593,1,0,30,22,6,0,0.2,0.2
6592,1,4,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,77,23,7,0,0.3116883116883117,0.3116883116883117
6453,0,13,0,0.697247706,0.302752294,0.697247706,1,1,4057,98,0,5,117,37,16,1,0.042735042735042736,0.042735042735042736
5662,1,4,0,1.0,0.0,1.0,0,0,808,0,1,2,42,34,8,0,0.023809523809523808,0.023809523809523808
8846,0,5,0,0.4,0.6,0.4,1,1,3243,0,1,0,51,43,9,0,0.19607843137254902,0.19607843137254902
6735,1,10,5,0.923076923,0.076923077,0.923076923,0,1,3340,0,1,0,83,13,14,0,0.0,0.0
871,1,2,0,0.931818182,0.068181818,0.931818182,1,0,5158,0,0,8,30,23,5,0,0.0,0.0
6854,0,5,0,1.0,0.0,1.0,0,0,1859,0,1,2,43,18,8,0,0.0,0.0
1263,1,2,0,0.12195122,0.87804878,0.12195122,1,1,-1,2728729,0,4,27,18,6,1,0.0,0.0
1618,0,7,0,1.0,0.0,1.0,0,0,12350,7863,0,5,51,17,10,0,0.0,0.0
7315,0,12,0,0.888059701,0.111940299,0.888059701,0,0,8345,1,0,10,72,15,15,1,0.0,0.0
7414,0,12,1,0.333333333,0.666666667,0.333333333,1,1,6588,30,1,4,108,29,16,1,0.2222222222222222,0.2222222222222222
9003,1,7,1,1.0,0.0,1.0,0,0,-1,0,1,0,60,20,11,0,0.0,0.0
7660,0,4,0,0.0,0.0,0.0,0,0,3329,0,1,0,39,22,8,0,0.0,0.0
6148,2,10,2,0.545454545,0.454545455,0.545454545,1,1,2300,0,1,2,98,26,14,0,0.2755102040816326,0.2755102040816326
6497,1,14,0,1.0,0.0,1.0,0,0,1837,0,1,0,112,71,18,0,0.16071428571428573,0.16071428571428573
1220,0,2,0,1.0,0.0,1.0,0,0,5742,476936,0,3,30,21,6,1,0.0,0.0
8731,1,5,1,0.371428571,0.628571429,0.371428571,1,1,8225,195768,0,5,46,23,9,0,0.0,0.0
1765,0,10,3,0.951612903,0.048387097,0.951612903,1,1,254,0,1,0,100,18,13,0,0.23,0.23
8089,1,3,0,0.364285714,0.635714286,0.364285714,1,1,-1,1316824,0,5,34,25,7,1,0.0,0.0
2456,1,2,0,0.366666667,0.633333333,0.366666667,1,0,3198,1863493,0,4,33,25,6,0,0.0,0.0
7293,1,13,0,1.0,0.0,1.0,0,1,3993,5707171,1,0,127,50,18,1,0.1732283464566929,0.1732283464566929
8052,1,5,0,0.602409639,0.397590361,0.602409639,1,0,7617,2187,0,5,59,28,8,0,0.0,0.0
1513,0,6,0,0.919708029,0.080291971,0.919708029,0,1,7131,12,0,7,54,16,9,1,0.0,0.0
4667,0,7,0,0.181818182,0.818181818,0.181818182,1,1,5626,0,1,5,59,41,10,1,0.0847457627118644,0.0847457627118644
8018,0,2,0,0.941717791,0.058282209,0.941717791,0,1,-1,264503,0,3,22,13,6,1,0.0,0.0
5163,0,7,0,0.898412698,0.101587302,0.898412698,0,1,7130,12,0,7,44,16,10,1,0.0,0.0
6206,0,5,0,0.0,0.0,0.0,0,0,4377,0,1,1,78,14,11,0,0.19230769230769232,0.19230769230769232
2523,1,1,0,0.5,0.5,0.5,0,0,6239,62,0,8,21,12,6,1,0.0,0.0
5424,0,13,0,0.974358974,0.025641026,0.974358974,0,1,-1,2855528,1,2,115,53,17,0,0.034782608695652174,0.034782608695652174
8779,0,8,0,0.948051948,0.051948052,0.948051948,0,1,-1,124276,0,0,62,17,11,1,0.0967741935483871,0.0967741935483871
5076,1,8,1,0.44,0.56,0.44,1,1,8346,1,1,10,99,15,11,1,0.09090909090909091,0.09090909090909091
4580,0,2,0,0.923076923,0.076923077,0.923076923,0,1,5320,111353,0,4,23,14,6,1,0.0,0.0
3646,0,1,0,1.0,0.0,1.0,0,0,4205,0,0,0,21,13,5,0,0.0,0.0
4541,1,4,0,0.994652406,0.005347594,0.994652406,0,0,7586,988,0,5,49,22,7,0,0.0,0.0
9844,0,2,0,0.071428571,0.928571429,0.071428571,1,0,7297,0,1,5,31,24,5,0,0.0,0.0
2110,0,9,0,0.0,0.0,0.0,0,1,6201,171108,0,5,65,22,12,0,0.0,0.0
2375,1,7,2,1.0,0.0,1.0,0,0,6080,0,1,2,50,23,11,0,0.0,0.0
8720,2,8,0,0.711864407,0.288135593,0.711864407,1,0,6686,611641,1,5,67,13,12,0,0.0,0.0
4604,1,3,0,0.272727273,0.727272727,0.272727273,1,0,2532,64145,0,4,26,18,7,0,0.0,0.0
9755,1,9,0,0.691358025,0.308641975,0.691358025,1,0,3565,39004,0,6,74,7,12,0,0.0,0.0
3284,2,11,0,1.0,0.0,1.0,0,1,-1,2656129,1,3,91,21,15,1,0.0,0.0
11092,0,6,2,0.344827586,0.655172414,0.344827586,1,1,5656,0,1,0,49,10,9,0,0.0,0.0
3082,0,1,0,0.421875,0.578125,0.421875,1,1,-1,525334,0,3,24,17,5,0,0.0,0.0
9690,1,14,1,0.428571429,0.571428571,0.428571429,1,1,-1,0,1,0,40,13,12,0,0.25,0.25
11010,0,12,0,0.823529412,0.176470588,0.823529412,0,0,8444,7622,0,6,95,13,15,0,0.12631578947368421,0.12631578947368421
617,1,2,0,0.071428571,0.928571429,0.071428571,1,0,7295,0,1,5,31,24,5,0,0.03225806451612903,0.03225806451612903
2982,0,2,0,0.941605839,0.058394161,0.941605839,0,1,2918,2905816,0,2,24,17,6,0,0.0,0.0
10372,0,2,0,0.038461538,0.961538462,0.038461538,1,1,7188,2888357,1,1,20,12,6,0,0.0,0.0
7467,0,5,0,0.428571429,0.571428571,0.428571429,1,1,7296,0,1,5,55,46,9,1,0.21818181818181817,0.21818181818181817
3873,0,1,0,0.0,0.0,0.0,0,0,-1,0,0,1,27,19,6,0,0.0,0.0
10298,0,2,0,0.0,1.0,0.0,1,0,7295,0,1,5,37,28,6,1,0.10810810810810811,0.10810810810810811
5638,1,6,0,0.865384615,0.134615385,0.865384615,0,1,-1,0,1,4,56,19,10,0,0.0,0.0
10024,0,2,0,0.607142857,0.392857143,0.607142857,1,0,5109,0,0,4,29,20,6,1,0.0,0.0
745,3,5,0,0.755813953,0.244186047,0.755813953,1,0,-1,0,1,2,47,16,11,0,0.0,0.0
3944,0,11,0,0.0,0.0,0.0,0,1,6670,1853177,0,4,84,19,14,0,0.047619047619047616,0.047619047619047616
5747,1,9,1,0.0,0.0,0.0,0,1,-1,75006,1,5,56,18,12,0,0.10714285714285714,0.10714285714285714
6726,1,9,1,1.0,0.0,1.0,0,0,1852,0,1,0,81,12,12,1,0.06172839506172839,0.06172839506172839
4128,0,3,0,0.112244898,0.887755102,0.112244898,1,1,1850,0,1,0,39,25,7,0,0.0,0.0
10928,0,12,0,0.0,0.0,0.0,0,1,7448,385,1,8,93,31,15,1,0.06451612903225806,0.06451612903225806
10743,0,8,0,0.690909091,0.309090909,0.690909091,1,1,5226,138,0,8,71,18,11,1,0.0,0.0
10137,0,6,0,0.347826087,0.652173913,0.347826087,0,1,4138,0,1,0,51,19,9,0,0.0196078431372549,0.0196078431372549
1336,0,3,0,0.0,0.0,0.0,0,0,1111,0,1,0,30,11,6,0,0.0,0.0
5524,1,6,1,1.0,0.0,1.0,0,0,1807,0,1,0,48,16,9,0,0.0,0.0
3328,3,4,0,0.034482759,0.965517241,0.034482759,1,1,325,0,1,0,41,16,7,1,0.0,0.0
4783,0,2,0,0.065934066,0.934065934,0.065934066,1,1,7297,0,0,5,42,34,6,0,0.0,0.0
5885,1,9,2,1.0,0.0,1.0,0,0,-1,0,1,0,72,16,13,0,0.0,0.0
5836,3,2,0,0.486842105,0.513157895,0.486842105,1,0,-1,136698,1,5,24,5,5,0,0.125,0.125
10339,2,1,0,0.967741935,0.032258065,0.967741935,0,0,-1,749072,0,2,19,12,4,0,0.0,0.0
6341,0,1,0,0.444444444,0.555555556,0.444444444,1,1,-1,600126,0,3,20,11,5,1,0.0,0.0
5792,0,16,0,0.698412698,0.301587302,0.698412698,1,1,5051,283,0,7,157,14,19,1,0.11464968152866242,0.11464968152866242
1313,0,3,1,1.0,0.0,1.0,0,0,3700,178807,1,4,33,25,7,0,0.2727272727272727,0.2727272727272727
4043,0,2,0,0.0,1.0,0.0,1,0,7446,0,1,1,21,14,5,0,0.0,0.0
11089,1,8,0,0.0,1.0,0.0,1,0,8983,7655750,1,3,59,13,13,0,0.06779661016949153,0.06779661016949153
9584,1,6,0,1.0,0.0,1.0,0,1,-1,784159,1,3,43,15,9,1,0.0,0.0
2903,0,2,0,0.857142857,0.142857143,0.857142857,0,0,-1,0,1,0,26,14,5,0,0.038461538461538464,0.038461538461538464
4638,1,16,0,0.5,0.5,0.5,1,0,8922,309153,1,3,140,15,23,0,0.02857142857142857,0.02857142857142857
10322,2,7,0,0.882352941,0.117647059,0.882352941,1,0,7473,0,1,4,51,16,10,0,0.19607843137254902,0.19607843137254902
6622,0,2,0,0.983050847,0.016949153,0.983050847,1,1,3465,1022937,0,3,30,21,6,1,0.0,0.0
8485,1,3,0,0.88627451,0.11372549,0.88627451,1,1,6257,689,0,6,39,25,6,0,0.0,0.0
7964,1,3,0,0.4,0.6,0.4,0,0,5160,0,0,8,35,22,9,1,0.0,0.0
6137,0,6,0,0.936507937,0.063492063,0.936507937,0,1,7130,12,0,7,52,16,9,1,0.0,0.0
5012,1,7,2,1.0,0.0,1.0,0,0,4291,0,1,1,64,19,10,0,0.046875,0.046875
653,0,6,0,0.555555556,0.444444444,0.555555556,0,0,5626,0,1,5,51,42,10,1,0.29411764705882354,0.29411764705882354
9258,0,6,0,0.0,1.0,0.0,0,0,7086,18263,1,3,144,32,9,0,0.0625,0.0625
2269,0,5,1,1.0,0.0,1.0,0,1,2241,0,1,0,48,16,9,1,0.0,0.0
4680,2,6,0,0.972891566,0.027108434,0.972891566,1,1,7160,2336,1,3,43,14,9,0,0.13953488372093023,0.13953488372093023
7066,0,4,0,0.0,0.0,0.0,0,0,3368,0,1,1,47,26,8,0,0.0,0.0
9958,0,10,0,0.32,0.68,0.32,1,1,9034,696,0,5,84,13,13,1,0.07142857142857142,0.07142857142857142
7050,0,10,0,0.19047619,0.80952381,0.19047619,1,1,5616,0,1,5,70,38,14,1,0.0,0.0
6220,0,6,0,0.166666667,0.833333333,0.166666667,0,1,1731,2301844,1,2,54,16,9,0,0.0,0.0
9232,0,25,0,1.0,0.0,1.0,0,0,-1,0,1,0,328,40,31,0,0.11890243902439024,0.11890243902439024
3353,1,8,1,0.704156479,0.295843521,0.704156479,0,0,4860,1275056,0,4,66,20,12,0,0.045454545454545456,0.045454545454545456
6804,0,4,0,1.0,0.0,1.0,0,1,869,0,0,0,38,14,8,1,0.2631578947368421,0.2631578947368421
5849,0,6,1,0.873684211,0.126315789,0.873684211,1,1,4341,0,1,2,50,22,9,0,0.0,0.0
611,0,3,0,1.0,0.0,1.0,0,0,-1,0,1,3,42,33,8,1,0.0,0.0
3078,0,2,0,0.857142857,0.142857143,0.857142857,1,0,5322,189061,0,4,26,17,7,1,0.0,0.0
2114,0,2,0,0.656862745,0.343137255,0.656862745,1,0,2038,2663228,0,3,25,17,6,0,0.0,0.0
9740,0,3,0,0.9375,0.0625,0.9375,0,0,5160,0,0,8,34,21,9,1,0.2647058823529412,0.2647058823529412
7889,0,9,0,0.0,0.0,0.0,0,1,7448,385,0,8,80,34,12,1,0.125,0.125
10035,2,3,0,0.959183673,0.040816327,0.959183673,0,1,-1,399905,0,4,37,23,6,0,0.0,0.0
5478,0,2,0,0.171428571,0.828571429,0.171428571,1,1,7297,2388565,0,5,42,34,6,0,0.0,0.0
2602,1,2,1,0.708333333,0.291666667,0.708333333,1,0,6922,17935,0,5,28,20,6,0,0.0,0.0
9350,0,6,0,0.483412322,0.516587678,0.483412322,1,0,323,0,1,0,72,38,9,0,0.0,0.0
511,1,80,3,0.428571429,0.571428571,0.428571429,1,1,-1,0,1,0,393,12,90,0,0.04071246819338423,0.04071246819338423
7762,0,7,0,0.891304348,0.108695652,0.891304348,0,0,-1,1817866,0,2,54,28,10,1,0.0,0.0
5709,1,6,0,0.842105263,0.157894737,0.842105263,0,1,-1,18999,0,5,60,21,10,0,0.0,0.0
3015,1,8,1,0.0,0.0,0.0,0,0,7,0,1,0,52,27,12,0,0.0,0.0
10919,0,7,0,0.032258065,0.967741935,0.032258065,0,1,1015,1196152,1,2,46,19,10,0,0.0,0.0
7919,1,4,1,1.0,0.0,1.0,0,0,-1,0,1,0,46,20,10,0,0.043478260869565216,0.043478260869565216
3285,0,9,2,1.0,0.0,1.0,0,1,484,0,1,2,67,18,14,0,0.05970149253731343,0.05970149253731343
9372,1,4,0,0.993801653,0.006198347,0.993801653,1,0,9265,8473,1,7,32,14,7,1,0.125,0.125
4394,2,5,0,0.709677419,0.290322581,0.709677419,1,0,8199,10684284,1,3,55,14,8,0,0.0,0.0
7779,1,7,0,0.723404255,0.276595745,0.723404255,0,0,9047,3346,0,6,66,19,10,0,0.0,0.0
7792,1,4,0,0.873239437,0.126760563,0.873239437,1,1,6672,482006,1,4,38,18,7,0,0.0,0.0
5753,0,3,0,0.563636364,0.436363636,0.563636364,1,0,8518,8,0,10,40,16,6,1,0.0,0.0
6292,0,8,0,0.6,0.4,0.6,1,0,62,0,1,0,93,14,11,0,0.2903225806451613,0.2903225806451613
5579,0,5,0,0.947368421,0.052631579,0.947368421,0,0,1884,0,1,0,42,13,10,1,0.047619047619047616,0.047619047619047616
7087,0,7,0,0.989285714,0.010714286,0.989285714,0,1,3926,12829,0,4,57,19,10,1,0.0,0.0
4190,0,12,0,0.0,1.0,0.0,1,1,1669,1961063,1,0,126,61,15,0,0.2857142857142857,0.2857142857142857
11314,2,7,0,0.75,0.25,0.75,0,0,7693,55106,1,5,63,17,10,0,0.07936507936507936,0.07936507936507936
5875,1,6,0,1.0,0.0,1.0,0,1,3992,5697976,1,0,68,42,9,0,0.19117647058823528,0.19117647058823528
11324,1,5,0,0.361111111,0.638888889,0.361111111,1,0,5527,10984,1,5,42,17,8,1,0.0,0.0
5081,1,12,0,0.0,0.0,0.0,0,0,-1,0,1,2,80,16,16,0,0.0,0.0
4342,1,4,0,0.596938776,0.403061224,0.596938776,1,1,2128,17173,1,4,43,31,8,0,0.0,0.0
1109,1,2,0,0.990762125,0.009237875,0.990762125,0,1,1029,2130,0,3,23,15,6,0,0.0,0.0
7566,0,6,0,0.619047619,0.380952381,0.619047619,0,0,2847,6004,0,6,53,14,10,1,0.0,0.0
9025,1,8,0,0.846153846,0.153846154,0.846153846,0,0,-1,340,0,7,48,11,11,0,0.08333333333333333,0.08333333333333333
1038,2,6,0,0.940298507,0.059701493,0.940298507,1,1,7157,2294,1,3,44,14,9,0,0.1590909090909091,0.1590909090909091
20,1,8,0,0.884353741,0.115646259,0.884353741,1,1,8759,26017,0,5,63,14,13,0,0.0,0.0
11013,0,2,0,0.959183673,0.040816327,0.959183673,0,1,4185,3911,0,5,25,17,5,1,0.0,0.0
7130,1,4,0,0.899328859,0.100671141,0.899328859,0,0,8048,1586,0,5,46,22,7,0,0.0,0.0
5489,0,14,1,1.0,0.0,1.0,0,0,-1,3532151,1,0,171,20,22,0,0.15204678362573099,0.15204678362573099
6756,1,4,0,0.984375,0.015625,0.984375,0,0,5948,98000,1,6,45,15,8,1,0.044444444444444446,0.044444444444444446
4209,0,8,0,0.0,0.0,0.0,0,0,3378,3100263,1,4,254,29,11,1,0.18110236220472442,0.18110236220472442
934,1,5,0,0.0,0.0,0.0,0,0,2520,632001,1,7,56,7,8,1,0.14285714285714285,0.14285714285714285
4672,0,3,0,0.0,0.0,0.0,0,0,2837,0,1,2,34,25,7,1,0.0,0.0
6797,0,2,0,0.2,0.8,0.2,1,0,323,0,1,0,29,22,5,0,0.0,0.0
7344,0,1,0,0.75862069,0.24137931,0.75862069,1,1,4912,10421238,0,2,29,20,5,1,0.0,0.0
394,1,4,2,1.0,0.0,1.0,0,1,2357,0,0,2,36,14,7,0,0.027777777777777776,0.027777777777777776
3595,1,8,0,0.846153846,0.153846154,0.846153846,0,0,431,8509505,1,0,71,27,11,0,0.0,0.0
1737,0,4,0,1.0,0.0,1.0,0,0,279,0,0,3,41,14,7,0,0.024390243902439025,0.024390243902439025
2165,2,10,2,0.696296296,0.303703704,0.696296296,1,1,971,0,1,0,96,20,14,0,0.11458333333333333,0.11458333333333333
561,1,5,0,0.966666667,0.033333333,0.966666667,0,0,5767,0,1,2,81,27,8,0,0.2962962962962963,0.2962962962962963
8092,1,10,1,1.0,0.0,1.0,0,0,2996,0,1,0,78,15,14,0,0.0,0.0
1162,0,5,0,0.571428571,0.428571429,0.571428571,1,0,5349,10753,0,5,48,12,8,1,0.0,0.0
6682,1,7,0,0.0,1.0,0.0,0,1,2292,134706,0,4,49,13,10,1,0.0,0.0
